"","CHSI_County_Name","CHSI_State_Name","Brst_Cancer","Col_Cancer","Lung_Cancer"
"1","Autauga","Alabama",34.1,15.9,65.3
"2","Baldwin","Alabama",22.5,15.3,62.1
"3","Barbour","Alabama",30.5,23.4,70.6
"4","Bibb","Alabama",30.1,17.4,64.6
"5","Blount","Alabama",30.2,16.8,71.7
"6","Bullock","Alabama",30.4,23,49.9
"7","Butler","Alabama",20.5,17.8,52.5
"8","Calhoun","Alabama",26.4,18.4,73.5
"9","Chambers","Alabama",25.3,13.8,63.1
"10","Cherokee","Alabama",11,15.3,54.1
"11","Chilton","Alabama",16.2,13.7,63.6
"12","Choctaw","Alabama",30.2,21.1,65.7
"13","Clarke","Alabama",21.4,25.6,52.7
"14","Clay","Alabama",14.4,12.5,54.2
"15","Cleburne","Alabama",12.7,14.9,50.1
"16","Coffee","Alabama",23.8,17.7,73.8
"17","Colbert","Alabama",34.6,25.8,64.9
"18","Conecuh","Alabama",25.9,19.3,58.4
"19","Coosa","Alabama",24.3,19.6,61.4
"20","Covington","Alabama",25.6,17.1,76.1
"21","Crenshaw","Alabama",26.7,16.7,65.9
"22","Cullman","Alabama",26.6,16.7,67.7
"23","Dale","Alabama",19.3,20,72.3
"24","Dallas","Alabama",26.1,31.5,65.9
"25","DeKalb","Alabama",23.1,13.7,49.9
"26","Elmore","Alabama",34.1,16.9,63.8
"27","Escambia","Alabama",32.3,14.4,67.1
"28","Etowah","Alabama",27.7,16.2,71.7
"29","Fayette","Alabama",19.2,15.6,60
"30","Franklin","Alabama",33.3,15.5,70.1
"31","Geneva","Alabama",22.8,14.6,68.3
"32","Greene","Alabama",39.4,16.9,51.5
"33","Hale","Alabama",29.5,21.4,61.7
"34","Henry","Alabama",31.4,17.2,62.8
"35","Houston","Alabama",29,16.8,61.3
"36","Jackson","Alabama",26.4,19.7,69.3
"37","Jefferson","Alabama",27.2,22,59.6
"38","Lamar","Alabama",23.9,21.6,64.9
"39","Lauderdale","Alabama",25.8,18.5,60.5
"40","Lawrence","Alabama",19.1,14.3,59.1
"41","Lee","Alabama",29,18,55.1
"42","Limestone","Alabama",20.5,18.7,48.2
"43","Lowndes","Alabama",19.9,14.2,45.4
"44","Macon","Alabama",25.9,30.8,57.1
"45","Madison","Alabama",30.9,17,58.2
"46","Marengo","Alabama",26.5,17.5,64.9
"47","Marion","Alabama",24.6,17.8,75.2
"48","Marshall","Alabama",16.6,16.4,75.9
"49","Mobile","Alabama",30.1,20.6,65.3
"50","Monroe","Alabama",21.7,19.5,56.8
"51","Montgomery","Alabama",28.9,18.6,59.6
"52","Morgan","Alabama",24.9,20.7,70.7
"53","Perry","Alabama",29.9,27.7,50.3
"54","Pickens","Alabama",17.7,17.1,55.1
"55","Pike","Alabama",23.5,24.9,48.4
"56","Randolph","Alabama",30.9,23.7,51.9
"57","Russell","Alabama",29.6,25.9,75.4
"58","St. Clair","Alabama",20,19.5,78.8
"59","Shelby","Alabama",25.1,17.8,52.6
"60","Sumter","Alabama",24.3,17.8,57.1
"61","Talladega","Alabama",26,20.1,63.6
"62","Tallapoosa","Alabama",30.8,19.5,65.7
"63","Tuscaloosa","Alabama",24.7,19.4,68.2
"64","Walker","Alabama",22.8,18.3,78.3
"65","Washington","Alabama",26.3,16.6,58.5
"66","Wilcox","Alabama",35,22.1,44.6
"67","Winston","Alabama",17.5,16.7,70.9
"68","Aleutians East","Alaska",-1111.1,-1111.1,-1111.1
"69","Aleutians West","Alaska",-1111.1,-1111.1,49.1
"70","Anchorage","Alaska",21.6,15,56.3
"71","Bethel","Alaska",-1111.1,40.4,65.5
"72","Bristol Bay","Alaska",-1111.1,-1111.1,-1111.1
"73","Denali","Alaska",-1111.1,-1111.1,-1111.1
"74","Dillingham","Alaska",-1111.1,42.5,60.9
"75","Fairbanks North Star","Alaska",24.7,17.7,56
"76","Haines","Alaska",-1111.1,-1111.1,61.7
"77","Juneau","Alaska",20.1,25.7,45.4
"78","Kenai Peninsula","Alaska",20.1,16.1,68.1
"79","Ketchikan Gateway","Alaska",30.8,30.5,55.2
"80","Kodiak Island","Alaska",30.9,30.3,51.2
"81","Lake and Peninsula","Alaska",-1111.1,-1111.1,-1111.1
"82","Matanuska-Susitna","Alaska",29.6,26,50.4
"83","Nome","Alaska",-1111.1,40.8,80.4
"84","North Slope","Alaska",-1111.1,-1111.1,101.9
"85","Northwest Arctic","Alaska",-1111.1,43.3,59.6
"86","Prince of Wales-Outer Ketchikan","Alaska",-1111.1,-1111.1,34.1
"87","Sitka","Alaska",-1111.1,25.3,49.7
"88","Skagway-Hoonah-Angoon","Alaska",-1111.1,-1111.1,-1111.1
"89","Southeast Fairbanks","Alaska",-1111.1,-1111.1,43
"90","Valdez-Cordova","Alaska",-1111.1,-1111.1,66.7
"91","Wade Hampton","Alaska",-1111.1,46.3,83.6
"92","Wrangell-Petersburg","Alaska",-1111.1,24.1,61.9
"93","Yakutat","Alaska",-1111.1,-1111.1,-1111.1
"94","Yukon-Koyukuk","Alaska",-1111.1,29.5,70.8
"95","Apache","Arizona",18.8,11.4,16.7
"96","Cochise","Arizona",22.8,17.6,47.2
"97","Coconino","Arizona",25.9,13.9,33.1
"98","Gila","Arizona",33.9,20.5,51.2
"99","Graham","Arizona",17.5,25.8,37.1
"100","Greenlee","Arizona",27.4,18.3,37.5
"101","La Paz","Arizona",24.7,14.6,39.9
"102","Maricopa","Arizona",23.9,17.7,47.2
"103","Mohave","Arizona",23.5,21.5,74.9
"104","Navajo","Arizona",18.2,12.5,31
"105","Pima","Arizona",22.7,18.2,47.2
"106","Pinal","Arizona",21.3,16.8,48.7
"107","Santa Cruz","Arizona",17,9.3,36.5
"108","Yavapai","Arizona",22.4,15.7,51.4
"109","Yuma","Arizona",19.3,11.5,39.1
"110","Arkansas","Arkansas",27.9,29.9,80.2
"111","Ashley","Arkansas",31,20.1,75.2
"112","Baxter","Arkansas",24.8,23.2,71
"113","Benton","Arkansas",26.1,20.6,51.7
"114","Boone","Arkansas",20.7,21.8,67.4
"115","Bradley","Arkansas",22.4,20.4,71.2
"116","Calhoun","Arkansas",25,20.5,80.6
"117","Carroll","Arkansas",24.7,20.6,52.4
"118","Chicot","Arkansas",29.4,26.7,66
"119","Clark","Arkansas",27.8,21.6,61.5
"120","Clay","Arkansas",20.2,26.7,84.8
"121","Cleburne","Arkansas",22.4,18.4,65.3
"122","Cleveland","Arkansas",-1111.1,17.4,64.2
"123","Columbia","Arkansas",38.7,28.5,66.4
"124","Conway","Arkansas",23.2,18.4,60.1
"125","Craighead","Arkansas",25.9,21.6,66.5
"126","Crawford","Arkansas",22.1,17.4,77.3
"127","Crittenden","Arkansas",29.5,22.3,84.1
"128","Cross","Arkansas",36.2,28.9,75.5
"129","Dallas","Arkansas",42.7,23.3,69.4
"130","Desha","Arkansas",21.8,29.3,61
"131","Drew","Arkansas",25.4,22,68.6
"132","Faulkner","Arkansas",20,22,59.7
"133","Franklin","Arkansas",21.9,18.5,73.7
"134","Fulton","Arkansas",23.1,16.1,73.6
"135","Garland","Arkansas",23.5,18.3,67.4
"136","Grant","Arkansas",26.6,15.5,65.5
"137","Greene","Arkansas",12.6,16.7,73.1
"138","Hempstead","Arkansas",29.9,20.9,75.2
"139","Hot Spring","Arkansas",16.7,22.5,70.7
"140","Howard","Arkansas",39.1,18.1,74.8
"141","Independence","Arkansas",16.1,20.8,80
"142","Izard","Arkansas",30.3,22.2,83.8
"143","Jackson","Arkansas",19.3,21,74.7
"144","Jefferson","Arkansas",30,25.4,68.3
"145","Johnson","Arkansas",20.7,14.6,69.5
"146","Lafayette","Arkansas",31.1,24.5,84.2
"147","Lawrence","Arkansas",18,20.6,91
"148","Lee","Arkansas",37.4,22.6,82.3
"149","Lincoln","Arkansas",20.6,17.4,68.1
"150","Little River","Arkansas",23.8,21.9,73
"151","Logan","Arkansas",27.3,21.6,84.4
"152","Lonoke","Arkansas",24.8,28.6,72
"153","Madison","Arkansas",17.6,19.3,60.3
"154","Marion","Arkansas",29.6,22.3,70.8
"155","Miller","Arkansas",18.9,24.9,68.8
"156","Mississippi","Arkansas",26.1,29.4,78.4
"157","Monroe","Arkansas",28.5,30.7,84.6
"158","Montgomery","Arkansas",20.3,14.2,56.9
"159","Nevada","Arkansas",26.2,22,67.1
"160","Newton","Arkansas",21.3,10.6,71.5
"161","Ouachita","Arkansas",20.6,21.3,73.2
"162","Perry","Arkansas",30.9,22.4,71.5
"163","Phillips","Arkansas",26,27.8,72.3
"164","Pike","Arkansas",25.9,18.9,70.6
"165","Poinsett","Arkansas",23.9,23.4,85.3
"166","Polk","Arkansas",29.2,27.8,71.5
"167","Pope","Arkansas",26.9,20.9,69.5
"168","Prairie","Arkansas",22.5,27.5,75.5
"169","Pulaski","Arkansas",24.4,19.9,66.3
"170","Randolph","Arkansas",19.8,26.4,71
"171","St. Francis","Arkansas",36.8,30.3,64.5
"172","Saline","Arkansas",21.1,15.4,61.8
"173","Scott","Arkansas",13.8,19.4,71.7
"174","Searcy","Arkansas",25.7,15.6,83.7
"175","Sebastian","Arkansas",24.5,23.4,64.8
"176","Sevier","Arkansas",17.7,19.6,69.2
"177","Sharp","Arkansas",31.6,18.5,60.5
"178","Stone","Arkansas",27.2,23.7,63.3
"179","Union","Arkansas",35.3,21.4,72
"180","Van Buren","Arkansas",28.5,22.9,70.8
"181","Washington","Arkansas",23.4,21,67.5
"182","White","Arkansas",21.9,20.6,77
"183","Woodruff","Arkansas",27.7,36.9,93.8
"184","Yell","Arkansas",19.6,25.2,85.3
"185","Alameda","California",24.7,18,47.4
"186","Alpine","California",-1111.1,-1111.1,-1111.1
"187","Amador","California",23.1,21,56.6
"188","Butte","California",22.1,19.9,59.5
"189","Calaveras","California",18.8,15.2,58.3
"190","Colusa","California",21.1,23.8,55.6
"191","Contra Costa","California",27.1,17.2,46.6
"192","Del Norte","California",-1111.1,21.9,70.7
"193","El Dorado","California",24.6,17,51.4
"194","Fresno","California",22.6,15.8,43.4
"195","Glenn","California",28.4,21.2,62.2
"196","Humboldt","California",26.8,19.8,64.6
"197","Imperial","California",21.5,13.9,43.3
"198","Inyo","California",26.1,21,55.4
"199","Kern","California",27,20.5,57.8
"200","Kings","California",23,18.5,50.2
"201","Lake","California",23.6,15.8,74.2
"202","Lassen","California",16.8,11.8,51.7
"203","Los Angeles","California",23.3,17.5,39.9
"204","Madera","California",18.8,14.7,49
"205","Marin","California",27.1,16,42
"206","Mariposa","California",32.3,19.2,55.7
"207","Mendocino","California",25.4,21.5,54
"208","Merced","California",25.9,19.4,46.4
"209","Modoc","California",19.9,18.1,50.9
"210","Mono","California",-1111.1,-1111.1,42
"211","Monterey","California",22.6,15.2,41.7
"212","Napa","California",24.3,21.2,51.9
"213","Nevada","California",21.9,18.7,52
"214","Orange","California",23.2,15.2,41
"215","Placer","California",23.4,15.1,50.5
"216","Plumas","California",32.8,18.7,65.4
"217","Riverside","California",26,19.4,49.5
"218","Sacramento","California",25.5,17,53.7
"219","San Benito","California",23.5,14.9,39.1
"220","San Bernardino","California",26.2,20.4,51.9
"221","San Diego","California",26.5,16.5,45.5
"222","San Francisco","California",22.8,17.4,41.6
"223","San Joaquin","California",25.9,16.1,57.8
"224","San Luis Obispo","California",21.3,17.6,48.5
"225","San Mateo","California",23.4,17.4,42.4
"226","Santa Barbara","California",21.2,15.1,41.2
"227","Santa Clara","California",20.9,13.6,35.7
"228","Santa Cruz","California",22.7,15.8,44.4
"229","Shasta","California",24,18.5,66.6
"230","Sierra","California",-1111.1,-1111.1,49.1
"231","Siskiyou","California",24.3,13.5,56
"232","Solano","California",24.3,19.1,52.6
"233","Sonoma","California",25,19.4,52.3
"234","Stanislaus","California",23.7,19.9,54.6
"235","Sutter","California",25.6,15.4,54.1
"236","Tehama","California",25.9,23.5,75.7
"237","Trinity","California",32.3,21.8,70.4
"238","Tulare","California",22.6,16.4,48.3
"239","Tuolumne","California",26,19.5,54.7
"240","Ventura","California",23.5,16.5,42.4
"241","Yolo","California",19.8,16.4,52.2
"242","Yuba","California",25,22.3,82.6
"243","Adams","Colorado",25.3,21.4,56
"244","Alamosa","Colorado",15.9,22.6,29
"245","Arapahoe","Colorado",20.9,16.3,44.2
"246","Archuleta","Colorado",-1111.1,26,28.5
"247","Baca","Colorado",-1111.1,18.5,53.4
"248","Bent","Colorado",38.7,-1111.1,54.3
"249","Boulder","Colorado",21.8,16.1,37.8
"250","Broomfield","Colorado",-2222.2,-2222.2,-2222.2
"251","Chaffee","Colorado",21.3,14.7,35.7
"252","Cheyenne","Colorado",-1111.1,-1111.1,-1111.1
"253","Clear Creek","Colorado",-1111.1,19.5,40.3
"254","Conejos","Colorado",-1111.1,21.2,26.7
"255","Costilla","Colorado",-1111.1,-1111.1,21.4
"256","Crowley","Colorado",-1111.1,27.2,44
"257","Custer","Colorado",-1111.1,-1111.1,-1111.1
"258","Delta","Colorado",25.9,18.1,43.3
"259","Denver","Colorado",23.9,20.2,46.3
"260","Dolores","Colorado",-1111.1,-1111.1,48.6
"261","Douglas","Colorado",20,16.5,33.1
"262","Eagle","Colorado",-1111.1,-1111.1,28.6
"263","Elbert","Colorado",41.2,18.2,36
"264","El Paso","Colorado",23.6,16,40.9
"265","Fremont","Colorado",24.6,18.2,51.2
"266","Garfield","Colorado",22,14.5,46.8
"267","Gilpin","Colorado",-1111.1,-1111.1,49.9
"268","Grand","Colorado",23.4,-1111.1,29.3
"269","Gunnison","Colorado",23.7,23.4,30.7
"270","Hinsdale","Colorado",-1111.1,-1111.1,-1111.1
"271","Huerfano","Colorado",27.1,21.2,34.7
"272","Jackson","Colorado",-1111.1,-1111.1,-1111.1
"273","Jefferson","Colorado",23.2,17.4,37.8
"274","Kiowa","Colorado",-1111.1,-1111.1,61
"275","Kit Carson","Colorado",-1111.1,21.8,39
"276","Lake","Colorado",-1111.1,-1111.1,45.7
"277","La Plata","Colorado",25.9,10.6,27.8
"278","Larimer","Colorado",20.2,14.8,39.6
"279","Las Animas","Colorado",19.2,20.1,35.1
"280","Lincoln","Colorado",-1111.1,13.2,35.3
"281","Logan","Colorado",26.3,14.7,40.3
"282","Mesa","Colorado",19.9,17.9,50.3
"283","Mineral","Colorado",-1111.1,-1111.1,-1111.1
"284","Moffat","Colorado",-1111.1,22.3,41
"285","Montezuma","Colorado",26,20.5,49.6
"286","Montrose","Colorado",27.1,16.2,55
"287","Morgan","Colorado",29.6,17.7,45.1
"288","Otero","Colorado",31.8,17.7,39.3
"289","Ouray","Colorado",-1111.1,-1111.1,34.2
"290","Park","Colorado",29.4,23.2,38.5
"291","Phillips","Colorado",-1111.1,14.8,33.3
"292","Pitkin","Colorado",21.3,-1111.1,10.5
"293","Prowers","Colorado",22.6,23,55.6
"294","Pueblo","Colorado",20.8,21.3,44
"295","Rio Blanco","Colorado",-1111.1,-1111.1,29.1
"296","Rio Grande","Colorado",28.4,24.7,32.2
"297","Routt","Colorado",27.9,11.1,40.2
"298","Saguache","Colorado",39.8,-1111.1,43.1
"299","San Juan","Colorado",-1111.1,-1111.1,-1111.1
"300","San Miguel","Colorado",-1111.1,-1111.1,-1111.1
"301","Sedgwick","Colorado",-1111.1,32.4,52
"302","Summit","Colorado",-1111.1,14.8,-1111.1
"303","Teller","Colorado",33.6,27.2,28.6
"304","Washington","Colorado",-1111.1,17.2,29.3
"305","Weld","Colorado",26.2,14.7,43.7
"306","Yuma","Colorado",40.8,25.6,34.7
"307","Fairfield","Connecticut",27.5,17.9,42.5
"308","Hartford","Connecticut",25.1,18.1,48.1
"309","Litchfield","Connecticut",20.3,17.3,48.5
"310","Middlesex","Connecticut",25.7,18.1,48.1
"311","New Haven","Connecticut",26.2,17.6,51
"312","New London","Connecticut",20.7,22,60
"313","Tolland","Connecticut",20.7,19.5,56.8
"314","Windham","Connecticut",28.7,26,62.9
"315","Kent","Delaware",22.8,19.7,73.1
"316","New Castle","Delaware",25.5,21.3,56.9
"317","Sussex","Delaware",26,21.6,62.6
"318","Washington","District of Columbia",34.5,23.7,55.4
"319","Alachua","Florida",27.1,18,61.3
"320","Baker","Florida",33,25.6,71.1
"321","Bay","Florida",25.9,16,72.3
"322","Bradford","Florida",20.6,18.9,77.5
"323","Brevard","Florida",22.7,17.9,61.2
"324","Broward","Florida",24.5,17,50.2
"325","Calhoun","Florida",21,20,79.7
"326","Charlotte","Florida",20.8,15,52.7
"327","Citrus","Florida",26.9,17,70.9
"328","Clay","Florida",23.7,21.9,83.4
"329","Collier","Florida",14.9,12.2,41.1
"330","Columbia","Florida",25.7,21.7,77.8
"331","DeSoto","Florida",21.6,12.3,55.1
"332","Dixie","Florida",23.4,16.5,76.4
"333","Duval","Florida",28.8,23.2,67.2
"334","Escambia","Florida",25.3,19.5,68.2
"335","Flagler","Florida",30.2,17.2,53
"336","Franklin","Florida",25.6,22.1,89.7
"337","Gadsden","Florida",31.2,17.8,61.3
"338","Gilchrist","Florida",28.4,20.7,76.7
"339","Glades","Florida",20.9,19,74.1
"340","Gulf","Florida",22.3,33.2,87.3
"341","Hamilton","Florida",41.8,27.8,86.4
"342","Hardee","Florida",29.1,15.1,53.1
"343","Hendry","Florida",22,15,67.5
"344","Hernando","Florida",25.3,19.1,69.7
"345","Highlands","Florida",22.2,15.5,58.1
"346","Hillsborough","Florida",25.2,20.8,60.4
"347","Holmes","Florida",28.8,19.9,65.8
"348","Indian River","Florida",23.5,15,65.9
"349","Jackson","Florida",22.6,14.3,56.9
"350","Jefferson","Florida",32.1,20,60.3
"351","Lafayette","Florida",-1111.1,25.1,69.8
"352","Lake","Florida",24.9,18.6,58.5
"353","Lee","Florida",22.5,15.4,55.8
"354","Leon","Florida",29.7,19.3,55.7
"355","Levy","Florida",19.9,20.1,73
"356","Liberty","Florida",44.9,17.7,78.1
"357","Madison","Florida",23.5,20.8,64.3
"358","Manatee","Florida",17.4,16,54.5
"359","Marion","Florida",28,20.5,69.9
"360","Martin","Florida",20.5,12.8,49.1
"361","Miami-Dade","Florida",22.3,19.2,35.8
"362","Monroe","Florida",21.7,20.8,58.1
"363","Nassau","Florida",24.2,19.2,66.5
"364","Okaloosa","Florida",25.5,19.2,65.5
"365","Okeechobee","Florida",20,22.4,72.5
"366","Orange","Florida",26,19.2,55.1
"367","Osceola","Florida",25.2,15.9,55.9
"368","Palm Beach","Florida",21.5,16.2,47.7
"369","Pasco","Florida",23.6,19.4,67.4
"370","Pinellas","Florida",23.6,17.3,58.8
"371","Polk","Florida",24,19.1,61.5
"372","Putnam","Florida",26.1,20.8,83.2
"373","St. Johns","Florida",21.2,16.4,56.8
"374","St. Lucie","Florida",24,18,61.1
"375","Santa Rosa","Florida",21.7,20.1,67
"376","Sarasota","Florida",22.5,15.4,50.7
"377","Seminole","Florida",23.4,16.6,55.7
"378","Sumter","Florida",18.3,19.3,56.9
"379","Suwannee","Florida",20.9,21.6,76.9
"380","Taylor","Florida",40.7,18.9,81.4
"381","Union","Florida",-1111.1,22.5,166.4
"382","Volusia","Florida",23,19.6,65.6
"383","Wakulla","Florida",15.4,17.3,75.1
"384","Walton","Florida",22.3,17.1,68.5
"385","Washington","Florida",24.4,24.2,78.1
"386","Appling","Georgia",20.7,23.6,67.6
"387","Atkinson","Georgia",-1111.1,-1111.1,72.2
"388","Bacon","Georgia",28.3,24.6,67.1
"389","Baker","Georgia",-1111.1,-1111.1,54.3
"390","Baldwin","Georgia",22.6,13.2,65.1
"391","Banks","Georgia",21.7,15.1,61.1
"392","Barrow","Georgia",21.1,17.9,64
"393","Bartow","Georgia",24.8,20.6,75.5
"394","Ben Hill","Georgia",27.6,26.4,83.5
"395","Berrien","Georgia",24.9,17,78.6
"396","Bibb","Georgia",26.4,19,56.4
"397","Bleckley","Georgia",13.8,18.4,84.6
"398","Brantley","Georgia",17.2,12.8,88.1
"399","Brooks","Georgia",16.3,21.4,66.5
"400","Bryan","Georgia",25.5,24,64.2
"401","Bulloch","Georgia",23.7,18.3,49.5
"402","Burke","Georgia",24.2,21.8,58.7
"403","Butts","Georgia",37.6,19.7,72.3
"404","Calhoun","Georgia",-1111.1,16.8,45.5
"405","Camden","Georgia",25.7,15.5,50.2
"406","Candler","Georgia",29.3,22.8,59.1
"407","Carroll","Georgia",24.8,17.9,66.4
"408","Catoosa","Georgia",21.3,16.1,73.8
"409","Charlton","Georgia",28.4,17.3,66.6
"410","Chatham","Georgia",24.8,20.9,54.4
"411","Chattahoochee","Georgia",-1111.1,-1111.1,100.2
"412","Chattooga","Georgia",29.4,18.7,74.6
"413","Cherokee","Georgia",24.1,16.9,56.8
"414","Clarke","Georgia",29.5,19.6,50.6
"415","Clay","Georgia",-1111.1,27.7,60.3
"416","Clayton","Georgia",27.5,17.2,56.8
"417","Clinch","Georgia",-1111.1,15,76.2
"418","Cobb","Georgia",24.9,15.5,49.4
"419","Coffee","Georgia",24.9,20.3,63.5
"420","Colquitt","Georgia",25.5,21.8,63
"421","Columbia","Georgia",26,16.8,66.2
"422","Cook","Georgia",32.2,23,64.8
"423","Coweta","Georgia",28.2,18.7,68.6
"424","Crawford","Georgia",21.7,-1111.1,56
"425","Crisp","Georgia",26.3,18.8,80
"426","Dade","Georgia",21.8,18.6,69.7
"427","Dawson","Georgia",29.9,22.4,58.5
"428","Decatur","Georgia",29.9,27.9,64.8
"429","DeKalb","Georgia",27,18.8,43.4
"430","Dodge","Georgia",24.9,19.2,70.2
"431","Dooly","Georgia",42.2,20.6,61.9
"432","Dougherty","Georgia",27.6,19.5,75.5
"433","Douglas","Georgia",27.3,15.3,64.6
"434","Early","Georgia",28.1,19.8,59.5
"435","Echols","Georgia",-1111.1,-1111.1,61.9
"436","Effingham","Georgia",25.6,20.1,56.5
"437","Elbert","Georgia",27.1,20.5,61.4
"438","Emanuel","Georgia",27.1,23.8,62.9
"439","Evans","Georgia",23.5,17.8,64.1
"440","Fannin","Georgia",26.8,20.7,75.5
"441","Fayette","Georgia",20.8,20.1,43
"442","Floyd","Georgia",22.5,17.9,70.6
"443","Forsyth","Georgia",18,21.6,55.9
"444","Franklin","Georgia",26.3,20.4,56.1
"445","Fulton","Georgia",29.3,20.6,52.2
"446","Gilmer","Georgia",23.8,19,65.3
"447","Glascock","Georgia",-1111.1,-1111.1,55.7
"448","Glynn","Georgia",24,17.9,60.1
"449","Gordon","Georgia",23.8,20.8,65.6
"450","Grady","Georgia",25.9,19.5,62
"451","Greene","Georgia",29.3,24.2,55.3
"452","Gwinnett","Georgia",23.6,16.3,51.7
"453","Habersham","Georgia",33.5,15.3,62.4
"454","Hall","Georgia",19.5,19.2,48.9
"455","Hancock","Georgia",30.4,19.4,55.2
"456","Haralson","Georgia",21.2,19.3,70.2
"457","Harris","Georgia",28.9,19.5,47
"458","Hart","Georgia",26.6,21.5,55.2
"459","Heard","Georgia",22.8,11.9,61.9
"460","Henry","Georgia",29.4,22.9,65.3
"461","Houston","Georgia",24.5,19.4,64.4
"462","Irwin","Georgia",22.7,17.4,82.5
"463","Jackson","Georgia",28.9,14.9,73.4
"464","Jasper","Georgia",26.7,27.2,63.6
"465","Jeff Davis","Georgia",17.6,20.8,81.5
"466","Jefferson","Georgia",41,23.1,75.6
"467","Jenkins","Georgia",-1111.1,18.3,64.1
"468","Johnson","Georgia",18.5,21.2,64.3
"469","Jones","Georgia",26.6,18.4,61.3
"470","Lamar","Georgia",29.1,18.6,68.3
"471","Lanier","Georgia",27.5,-1111.1,76.1
"472","Laurens","Georgia",23.5,17,49.3
"473","Lee","Georgia",12.4,13.9,67.1
"474","Liberty","Georgia",24.1,26.1,77.4
"475","Lincoln","Georgia",32.5,19.7,73
"476","Long","Georgia",-1111.1,20.8,68
"477","Lowndes","Georgia",25,17.4,71.3
"478","Lumpkin","Georgia",26.3,21,72.6
"479","McDuffie","Georgia",34.8,20.1,73.9
"480","McIntosh","Georgia",32.6,18.8,59.3
"481","Macon","Georgia",19.7,18.4,59.8
"482","Madison","Georgia",30,24.4,61.4
"483","Marion","Georgia",29.6,27.8,53.2
"484","Meriwether","Georgia",19,15.8,59.3
"485","Miller","Georgia",25.5,-1111.1,51.8
"486","Mitchell","Georgia",19.7,20.5,79.7
"487","Monroe","Georgia",18.9,22.2,72
"488","Montgomery","Georgia",-1111.1,24.9,65.2
"489","Morgan","Georgia",16.3,20.6,55.8
"490","Murray","Georgia",19.7,17.3,106
"491","Muscogee","Georgia",30.9,23.9,64.7
"492","Newton","Georgia",32.6,16.8,68.5
"493","Oconee","Georgia",23.7,16.1,48.7
"494","Oglethorpe","Georgia",25.4,14.1,60.5
"495","Paulding","Georgia",25.1,21.4,72.3
"496","Peach","Georgia",33.9,20.7,71.7
"497","Pickens","Georgia",37.2,14.5,56.1
"498","Pierce","Georgia",27.3,20.5,73.5
"499","Pike","Georgia",15,17.3,66.1
"500","Polk","Georgia",36.3,14.6,84.7
"501","Pulaski","Georgia",36.2,22.7,59.9
"502","Putnam","Georgia",12.6,23.2,59.7
"503","Quitman","Georgia",-1111.1,-1111.1,65.9
"504","Rabun","Georgia",23.2,20,53.5
"505","Randolph","Georgia",24.9,29.6,62.2
"506","Richmond","Georgia",28,20.1,65
"507","Rockdale","Georgia",25.7,19.3,68.9
"508","Schley","Georgia",-1111.1,-1111.1,71.8
"509","Screven","Georgia",35.7,30.7,66.1
"510","Seminole","Georgia",27.2,24.9,51.4
"511","Spalding","Georgia",32.7,21.7,67.6
"512","Stephens","Georgia",43.2,27.2,58.9
"513","Stewart","Georgia",36.4,16.7,66.9
"514","Sumter","Georgia",29.4,14.8,55.3
"515","Talbot","Georgia",35,22,74.2
"516","Taliaferro","Georgia",-1111.1,-1111.1,-1111.1
"517","Tattnall","Georgia",28.5,20.5,75.4
"518","Taylor","Georgia",28.3,27.1,56.4
"519","Telfair","Georgia",30.8,25.6,74.6
"520","Terrell","Georgia",27.2,35.1,92.2
"521","Thomas","Georgia",25.7,17.3,72.6
"522","Tift","Georgia",29.5,20.1,56.7
"523","Toombs","Georgia",16.7,19.4,79.1
"524","Towns","Georgia",26.4,16.1,47.6
"525","Treutlen","Georgia",-1111.1,16.1,62.8
"526","Troup","Georgia",26.3,23.4,60.3
"527","Turner","Georgia",-1111.1,15.4,67.6
"528","Twiggs","Georgia",22.7,27.8,76.6
"529","Union","Georgia",21.5,20,59.4
"530","Upson","Georgia",19.7,23.3,58.8
"531","Walker","Georgia",28.2,20.3,92.3
"532","Walton","Georgia",23.9,16.3,56.9
"533","Ware","Georgia",21.1,14.7,63.7
"534","Warren","Georgia",29.4,23.8,68
"535","Washington","Georgia",23.1,22.4,62.7
"536","Wayne","Georgia",14.7,24.3,60.1
"537","Webster","Georgia",-1111.1,37,37.9
"538","Wheeler","Georgia",-1111.1,19.4,54.1
"539","White","Georgia",26.6,18.5,55.3
"540","Whitfield","Georgia",22.9,17.1,73.6
"541","Wilcox","Georgia",-1111.1,18.6,62.9
"542","Wilkes","Georgia",35.3,23,70
"543","Wilkinson","Georgia",26.8,20.3,69.5
"544","Worth","Georgia",25.5,19.7,61.2
"545","Hawaii","Hawaii",21.6,16.5,41.2
"546","Honolulu","Hawaii",17.2,17.1,33.4
"547","Kalawao","Hawaii",-1111.1,-1111.1,-1111.1
"548","Kauai","Hawaii",20.3,19.4,34.8
"549","Maui","Hawaii",18.3,14.8,40.8
"550","Ada","Idaho",23.8,15.4,48.9
"551","Adams","Idaho",-1111.1,-1111.1,44.9
"552","Bannock","Idaho",32.2,12.3,39.1
"553","Bear Lake","Idaho",-1111.1,21.3,30.7
"554","Benewah","Idaho",-1111.1,20.1,61.8
"555","Bingham","Idaho",16,15.9,30.3
"556","Blaine","Idaho",25.8,11.2,37.7
"557","Boise","Idaho",-1111.1,-1111.1,55.8
"558","Bonner","Idaho",27.1,25.2,51.4
