"","CHSI_County_Name","CHSI_State_Name","Brst_Cancer","Col_Cancer","Lung_Cancer"
"2041","Williams","North Dakota",31.1,19.6,47.8
"2042","Adams","Ohio",26.3,28.2,78.6
"2043","Allen","Ohio",24.3,26.4,60.9
"2044","Ashland","Ohio",18.4,21,53.3
"2045","Ashtabula","Ohio",27.9,25.1,67.8
"2046","Athens","Ohio",20.3,23.1,71.5
"2047","Auglaize","Ohio",29.9,19.4,57.4
"2048","Belmont","Ohio",25.1,26.1,65
"2049","Brown","Ohio",26.2,29.7,76.9
"2050","Butler","Ohio",26,19.9,71.7
"2051","Carroll","Ohio",32.4,22.5,54.8
"2052","Champaign","Ohio",29.5,28.8,61.1
"2053","Clark","Ohio",25.7,24.2,68.4
"2054","Clermont","Ohio",29.2,17.6,76.4
"2055","Clinton","Ohio",23.5,21.4,66.8
"2056","Columbiana","Ohio",23,24.3,63.4
"2057","Coshocton","Ohio",31.8,24.5,53.6
"2058","Crawford","Ohio",28.9,23.1,57
"2059","Cuyahoga","Ohio",29,21.1,57.1
"2060","Darke","Ohio",32.7,21.5,45
"2061","Defiance","Ohio",29.5,21.6,54
"2062","Delaware","Ohio",28.5,15.8,49.5
"2063","Erie","Ohio",27.1,19.5,59.5
"2064","Fairfield","Ohio",31.7,23.1,55.8
"2065","Fayette","Ohio",28.3,23.5,57
"2066","Franklin","Ohio",29.3,22.9,68.4
"2067","Fulton","Ohio",27.1,21.1,35.6
"2068","Gallia","Ohio",20.8,26.8,56.9
"2069","Geauga","Ohio",26.8,21.7,45.5
"2070","Greene","Ohio",28,18,52.4
"2071","Guernsey","Ohio",27.6,30.5,62.8
"2072","Hamilton","Ohio",30.4,22.3,66.9
"2073","Hancock","Ohio",28.4,18.1,49.3
"2074","Hardin","Ohio",28.6,31.9,61.7
"2075","Harrison","Ohio",33.9,22.4,78.4
"2076","Henry","Ohio",24.8,22.2,45.5
"2077","Highland","Ohio",28.6,24.2,65.2
"2078","Hocking","Ohio",34.6,35.4,69.3
"2079","Holmes","Ohio",29.4,23.2,29.7
"2080","Huron","Ohio",24.7,19.4,59.9
"2081","Jackson","Ohio",20.3,33.5,77.2
"2082","Jefferson","Ohio",32.8,24,67.7
"2083","Knox","Ohio",28.2,21.6,55.6
"2084","Lake","Ohio",32.3,17.7,53.8
"2085","Lawrence","Ohio",35.4,28.9,81.8
"2086","Licking","Ohio",32.6,24.9,61.2
"2087","Logan","Ohio",29.2,20.8,63.9
"2088","Lorain","Ohio",26.3,20.8,66.9
"2089","Lucas","Ohio",25.5,21.5,65.2
"2090","Madison","Ohio",42.1,22.5,60
"2091","Mahoning","Ohio",33,22.3,56.8
"2092","Marion","Ohio",22.3,24.6,65.7
"2093","Medina","Ohio",23.9,16.7,54.7
"2094","Meigs","Ohio",25.6,26.4,84.6
"2095","Mercer","Ohio",26.4,22.4,48.2
"2096","Miami","Ohio",23.6,16.8,56.9
"2097","Monroe","Ohio",23.1,28.2,48.1
"2098","Montgomery","Ohio",29.1,20.3,65.1
"2099","Morgan","Ohio",26,25.3,67.4
"2100","Morrow","Ohio",21,23.6,61.5
"2101","Muskingum","Ohio",24.6,23.9,68.5
"2102","Noble","Ohio",15.3,22.9,48.1
"2103","Ottawa","Ohio",28.2,16.3,56.4
"2104","Paulding","Ohio",25.8,24.5,64.8
"2105","Perry","Ohio",33.8,29.5,69.3
"2106","Pickaway","Ohio",28.3,23.4,63.7
"2107","Pike","Ohio",33.5,24.8,64.9
"2108","Portage","Ohio",23.4,21,65.2
"2109","Preble","Ohio",23.9,19.2,55.2
"2110","Putnam","Ohio",32,14.9,44.5
"2111","Richland","Ohio",28.1,18.9,55.9
"2112","Ross","Ohio",37.1,30,68.6
"2113","Sandusky","Ohio",30.9,20.4,55.5
"2114","Scioto","Ohio",30.1,26.7,75.6
"2115","Seneca","Ohio",28.3,22.7,58.4
"2116","Shelby","Ohio",25.9,23.9,56
"2117","Stark","Ohio",29.2,18.6,55.3
"2118","Summit","Ohio",28.5,20.9,58.5
"2119","Trumbull","Ohio",27.2,17.8,59.9
"2120","Tuscarawas","Ohio",26,19.6,51.3
"2121","Union","Ohio",25.7,19.5,50.9
"2122","Van Wert","Ohio",27.5,18.2,49.3
"2123","Vinton","Ohio",28,18.9,75.3
"2124","Warren","Ohio",25.6,20.3,53.7
"2125","Washington","Ohio",27.9,24.9,59.5
"2126","Wayne","Ohio",21.2,22.3,52.5
"2127","Williams","Ohio",23.3,16.1,52.4
"2128","Wood","Ohio",24.4,27.9,57
"2129","Wyandot","Ohio",27.5,19.6,54.7
"2130","Adair","Oklahoma",32.7,17.5,77.8
"2131","Alfalfa","Oklahoma",26.9,9.8,53.6
"2132","Atoka","Oklahoma",22.6,17.4,68.8
"2133","Beaver","Oklahoma",35.3,26.4,28.5
"2134","Beckham","Oklahoma",27.6,19.9,59.9
"2135","Blaine","Oklahoma",19.5,24.6,54.6
"2136","Bryan","Oklahoma",18.4,26.4,69.4
"2137","Caddo","Oklahoma",25.6,16.1,65.7
"2138","Canadian","Oklahoma",27.6,16.2,55.3
"2139","Carter","Oklahoma",30.6,25.6,75.7
"2140","Cherokee","Oklahoma",32.2,21.5,62.3
"2141","Choctaw","Oklahoma",34.5,18.8,66.1
"2142","Cimarron","Oklahoma",-1111.1,23.9,50.5
"2143","Cleveland","Oklahoma",23.7,13.7,51.6
"2144","Coal","Oklahoma",32.8,24.1,58.1
"2145","Comanche","Oklahoma",32.3,23.8,65.2
"2146","Cotton","Oklahoma",28.2,18.1,61.7
"2147","Craig","Oklahoma",32.9,24.6,67.9
"2148","Creek","Oklahoma",24.4,18.1,74.1
"2149","Custer","Oklahoma",29,25.4,62
"2150","Delaware","Oklahoma",23.5,17.8,66.7
"2151","Dewey","Oklahoma",33.2,25,73.1
"2152","Ellis","Oklahoma",-1111.1,16.3,52.3
"2153","Garfield","Oklahoma",24.7,18.7,52.5
"2154","Garvin","Oklahoma",22.4,23.9,69.8
"2155","Grady","Oklahoma",16.4,19,72.7
"2156","Grant","Oklahoma",-1111.1,18.7,49.1
"2157","Greer","Oklahoma",29.5,25.8,60.8
"2158","Harmon","Oklahoma",-1111.1,28.6,61.1
"2159","Harper","Oklahoma",28.6,21.8,47.6
"2160","Haskell","Oklahoma",25.1,22,76.9
"2161","Hughes","Oklahoma",24.8,18.7,74.6
"2162","Jackson","Oklahoma",16.3,12.5,66.2
"2163","Jefferson","Oklahoma",24,17.4,62.8
"2164","Johnston","Oklahoma",29.7,25,78.3
"2165","Kay","Oklahoma",18.2,24.6,71
"2166","Kingfisher","Oklahoma",15.7,17.9,52.3
"2167","Kiowa","Oklahoma",33.7,25.1,60.6
"2168","Latimer","Oklahoma",19.6,15.5,80.6
"2169","Le Flore","Oklahoma",29.6,27.8,78.8
"2170","Lincoln","Oklahoma",23.7,18.4,63.2
"2171","Logan","Oklahoma",24.3,21.5,52.5
"2172","Love","Oklahoma",26.6,16.7,62.9
"2173","McClain","Oklahoma",12.8,17.2,63
"2174","McCurtain","Oklahoma",21.6,25.7,82.4
"2175","McIntosh","Oklahoma",22.8,19.6,63.2
"2176","Major","Oklahoma",20.8,14.2,35.8
"2177","Marshall","Oklahoma",21.7,13.6,68.1
"2178","Mayes","Oklahoma",17.7,17.8,68.7
"2179","Murray","Oklahoma",22.5,21.2,76
"2180","Muskogee","Oklahoma",27.7,27.4,67.9
"2181","Noble","Oklahoma",28,19.1,56.9
"2182","Nowata","Oklahoma",18,24.6,73.2
"2183","Okfuskee","Oklahoma",30.4,24.3,55
"2184","Oklahoma","Oklahoma",30.4,19.5,60.1
"2185","Okmulgee","Oklahoma",28.9,22.8,64.1
"2186","Osage","Oklahoma",18.8,23.3,66.5
"2187","Ottawa","Oklahoma",32.7,30.7,74.5
"2188","Pawnee","Oklahoma",24.3,21.6,74.1
"2189","Payne","Oklahoma",20.8,21.5,56.1
"2190","Pittsburg","Oklahoma",27.7,20.2,69.9
"2191","Pontotoc","Oklahoma",28,25.4,70.1
"2192","Pottawatomie","Oklahoma",25.6,26.1,66.3
"2193","Pushmataha","Oklahoma",23.3,27,87.2
"2194","Roger Mills","Oklahoma",-1111.1,-1111.1,34.7
"2195","Rogers","Oklahoma",18.6,18.1,63.1
"2196","Seminole","Oklahoma",22.5,23.3,76.2
"2197","Sequoyah","Oklahoma",19.1,19.7,92.1
"2198","Stephens","Oklahoma",23.3,21.3,80.6
"2199","Texas","Oklahoma",32.2,23.8,54.5
"2200","Tillman","Oklahoma",22.6,22.7,72.4
"2201","Tulsa","Oklahoma",32.4,19,64.2
"2202","Wagoner","Oklahoma",23.7,16.6,60.9
"2203","Washington","Oklahoma",27.3,21.8,53.2
"2204","Washita","Oklahoma",27.3,14.8,48.5
"2205","Woods","Oklahoma",16.4,19.5,38.9
"2206","Woodward","Oklahoma",29.7,19.6,53.8
"2207","Baker","Oregon",23.1,19,52.5
"2208","Benton","Oregon",25.6,14.6,43
"2209","Clackamas","Oregon",23.8,17.8,49.4
"2210","Clatsop","Oregon",23.7,25.3,58.4
"2211","Columbia","Oregon",22.1,21.6,77.1
"2212","Coos","Oregon",23.5,17,78.7
"2213","Crook","Oregon",28.8,22.8,59.1
"2214","Curry","Oregon",23.9,19.4,69.5
"2215","Deschutes","Oregon",25.8,17,47.8
"2216","Douglas","Oregon",28.6,20.4,61.4
"2217","Gilliam","Oregon",-1111.1,-1111.1,34.7
"2218","Grant","Oregon",29.9,27,45.4
"2219","Harney","Oregon",30.8,24.3,58.4
"2220","Hood River","Oregon",28.5,19.2,47.4
"2221","Jackson","Oregon",24,19.5,58.7
"2222","Jefferson","Oregon",23.8,16.2,49.2
"2223","Josephine","Oregon",25.6,19.2,68.6
"2224","Klamath","Oregon",30.1,18.5,55.4
"2225","Lake","Oregon",28.3,20.2,62.1
"2226","Lane","Oregon",26.3,16,57.1
"2227","Lincoln","Oregon",33.7,20.3,65.6
"2228","Linn","Oregon",20.5,22,57.3
"2229","Malheur","Oregon",17.9,20,49.7
"2230","Marion","Oregon",28.2,22.9,56.9
"2231","Morrow","Oregon",-1111.1,25.6,62.2
"2232","Multnomah","Oregon",27.6,19.1,60.2
"2233","Polk","Oregon",22.1,18.4,43
"2234","Sherman","Oregon",-1111.1,-1111.1,52.5
"2235","Tillamook","Oregon",25.9,15.2,61.1
"2236","Umatilla","Oregon",26.9,22.7,57.4
"2237","Union","Oregon",23.6,31.6,43
"2238","Wallowa","Oregon",21.9,11.2,49.9
"2239","Wasco","Oregon",28.3,20,57.3
"2240","Washington","Oregon",26.7,14.8,43.7
"2241","Wheeler","Oregon",-1111.1,-1111.1,46.5
"2242","Yamhill","Oregon",32.8,15.2,55.7
"2243","Adams","Pennsylvania",22.9,18.7,53.3
"2244","Allegheny","Pennsylvania",28.8,20.7,59.9
"2245","Armstrong","Pennsylvania",29.7,24.5,50.4
"2246","Beaver","Pennsylvania",27.1,19,58.9
"2247","Bedford","Pennsylvania",26.8,22.7,50.1
"2248","Berks","Pennsylvania",27.3,20.8,52.5
"2249","Blair","Pennsylvania",24.9,25.3,58
"2250","Bradford","Pennsylvania",28.6,19.6,48.7
"2251","Bucks","Pennsylvania",30.4,20.1,49.6
"2252","Butler","Pennsylvania",28.9,21.5,51.9
"2253","Cambria","Pennsylvania",24.4,22.8,48.1
"2254","Cameron","Pennsylvania",27.5,27.1,61.3
"2255","Carbon","Pennsylvania",32.1,23,55.1
"2256","Centre","Pennsylvania",17.3,18.8,49.4
"2257","Chester","Pennsylvania",25.5,20.2,48.1
"2258","Clarion","Pennsylvania",26.6,21,44.2
"2259","Clearfield","Pennsylvania",22.9,21.2,48.7
"2260","Clinton","Pennsylvania",35.4,30.1,55.2
"2261","Columbia","Pennsylvania",21.4,19.5,45.1
"2262","Crawford","Pennsylvania",26.7,23.8,55.6
"2263","Cumberland","Pennsylvania",21.2,18.8,45.6
"2264","Dauphin","Pennsylvania",28.9,20.7,51.5
"2265","Delaware","Pennsylvania",27.2,23.7,58.5
"2266","Elk","Pennsylvania",24.5,16.1,55.8
"2267","Erie","Pennsylvania",30.4,19.9,58.3
"2268","Fayette","Pennsylvania",21.2,21.9,63.6
"2269","Forest","Pennsylvania",35.2,16.3,61.3
"2270","Franklin","Pennsylvania",27.6,17.1,50
"2271","Fulton","Pennsylvania",23,15.3,51.3
"2272","Greene","Pennsylvania",23.1,21.2,62.2
"2273","Huntingdon","Pennsylvania",17,18.9,46.7
"2274","Indiana","Pennsylvania",24,20.2,47.8
"2275","Jefferson","Pennsylvania",23.6,19.4,38.5
"2276","Juniata","Pennsylvania",28.5,29.3,41.7
"2277","Lackawanna","Pennsylvania",26.2,25,50.5
"2278","Lancaster","Pennsylvania",26.9,20.7,49.3
"2279","Lawrence","Pennsylvania",27.3,22.1,46.1
"2280","Lebanon","Pennsylvania",20,20.8,52
"2281","Lehigh","Pennsylvania",26.3,15.9,50.7
"2282","Luzerne","Pennsylvania",30,22,52.7
"2283","Lycoming","Pennsylvania",26.1,20.4,49.3
"2284","McKean","Pennsylvania",23.9,22.1,58.2
"2285","Mercer","Pennsylvania",22.5,22.4,54.6
"2286","Mifflin","Pennsylvania",28.4,20.5,49.2
"2287","Monroe","Pennsylvania",34.2,25.9,63.9
"2288","Montgomery","Pennsylvania",27.7,18.9,48.2
"2289","Montour","Pennsylvania",29,26.7,48.1
"2290","Northampton","Pennsylvania",24.2,16.7,53.3
"2291","Northumberland","Pennsylvania",31.5,23.4,47.6
"2292","Perry","Pennsylvania",25.3,27,46
"2293","Philadelphia","Pennsylvania",34.7,26.6,68.6
"2294","Pike","Pennsylvania",20.4,20.6,58.3
"2295","Potter","Pennsylvania",39.4,26.5,55.5
"2296","Schuylkill","Pennsylvania",23.3,23.4,57.4
"2297","Snyder","Pennsylvania",25.1,17.7,43.4
"2298","Somerset","Pennsylvania",23.9,16.3,41.4
"2299","Sullivan","Pennsylvania",28,25,49.9
"2300","Susquehanna","Pennsylvania",20.5,25.2,48.3
"2301","Tioga","Pennsylvania",27.1,28.3,46.8
"2302","Union","Pennsylvania",23.8,14.1,32.8
"2303","Venango","Pennsylvania",25.8,18.1,65.5
"2304","Warren","Pennsylvania",20.6,21.8,54.1
"2305","Washington","Pennsylvania",25.1,22.5,61.5
"2306","Wayne","Pennsylvania",32.4,28.5,49.6
"2307","Westmoreland","Pennsylvania",26.8,19.7,52.4
"2308","Wyoming","Pennsylvania",26.3,16.7,49.7
"2309","York","Pennsylvania",24.5,21.2,48
"2310","Bristol","Rhode Island",21.2,22.4,48.7
"2311","Kent","Rhode Island",25.4,19.3,58.5
"2312","Newport","Rhode Island",27.6,23.4,49.4
"2313","Providence","Rhode Island",23.2,21.4,58.9
"2314","Washington","Rhode Island",20.4,12.7,51.7
"2315","Abbeville","South Carolina",25.4,21.2,52.7
"2316","Aiken","South Carolina",28.8,19.9,62.5
"2317","Allendale","South Carolina",45,27.4,56.1
"2318","Anderson","South Carolina",24,29.2,62.2
"2319","Bamberg","South Carolina",31.2,16.5,60.7
"2320","Barnwell","South Carolina",29.7,22,61
"2321","Beaufort","South Carolina",25.4,14.2,55.2
"2322","Berkeley","South Carolina",23.3,17.2,71.4
"2323","Calhoun","South Carolina",17.5,23,52.5
"2324","Charleston","South Carolina",23.5,20.9,58
"2325","Cherokee","South Carolina",31.5,25.8,79.1
"2326","Chester","South Carolina",20,23.6,66.7
"2327","Chesterfield","South Carolina",21.4,17.7,70.6
"2328","Clarendon","South Carolina",24.7,23.6,64.5
"2329","Colleton","South Carolina",22.5,21.9,66.2
"2330","Darlington","South Carolina",33,21,76.8
"2331","Dillon","South Carolina",39.1,22.6,81.8
"2332","Dorchester","South Carolina",18.8,23.2,53
"2333","Edgefield","South Carolina",28.7,24.8,62.2
"2334","Fairfield","South Carolina",29.1,22.9,60.9
"2335","Florence","South Carolina",26,21.2,67.2
"2336","Georgetown","South Carolina",25.9,15.7,54.9
"2337","Greenville","South Carolina",25.6,18.2,56.9
"2338","Greenwood","South Carolina",35.2,17.7,55.5
"2339","Hampton","South Carolina",32.2,17.6,47.1
"2340","Horry","South Carolina",25.9,18.8,61.4
"2341","Jasper","South Carolina",25.7,21.7,56.2
"2342","Kershaw","South Carolina",22.2,24.7,66.8
"2343","Lancaster","South Carolina",24,18.2,64.1
"2344","Laurens","South Carolina",24.1,21.6,60.9
"2345","Lee","South Carolina",34.5,25.3,63.8
"2346","Lexington","South Carolina",24,20.4,61
"2347","McCormick","South Carolina",31.4,18.7,65.6
"2348","Marion","South Carolina",32.7,25.7,66.6
"2349","Marlboro","South Carolina",25.2,30.3,95.5
"2350","Newberry","South Carolina",29.1,24.4,63.9
"2351","Oconee","South Carolina",26.3,21.9,56.4
"2352","Orangeburg","South Carolina",27,22.9,51.4
"2353","Pickens","South Carolina",19.1,15.8,63.9
"2354","Richland","South Carolina",29.3,18.4,63.8
"2355","Saluda","South Carolina",29.4,20.3,59.6
"2356","Spartanburg","South Carolina",33.3,19,66.6
"2357","Sumter","South Carolina",23.5,19.7,53.9
"2358","Union","South Carolina",31.1,21.9,66.8
"2359","Williamsburg","South Carolina",34,19.9,64.4
"2360","York","South Carolina",22.3,24.7,62.4
"2361","Aurora","South Dakota",59,27.1,37
"2362","Beadle","South Dakota",24.1,22.3,48.1
"2363","Bennett","South Dakota",-1111.1,-1111.1,40.5
"2364","Bon Homme","South Dakota",19.9,20,31.4
"2365","Brookings","South Dakota",23.7,18.5,37.8
"2366","Brown","South Dakota",15.9,19.3,49.8
"2367","Brule","South Dakota",25.8,22.7,46.9
"2368","Buffalo","South Dakota",-1111.1,-1111.1,-1111.1
"2369","Butte","South Dakota",21.7,28.3,67.2
"2370","Campbell","South Dakota",-1111.1,-1111.1,-1111.1
"2371","Charles Mix","South Dakota",19.7,16.6,58.9
"2372","Clark","South Dakota",-1111.1,30.2,26.1
"2373","Clay","South Dakota",29.6,18.2,53.7
"2374","Codington","South Dakota",30.2,19.4,49.8
"2375","Corson","South Dakota",-1111.1,-1111.1,55.7
"2376","Custer","South Dakota",-1111.1,15.5,54.1
"2377","Davison","South Dakota",24.7,24.9,49.3
"2378","Day","South Dakota",31.3,25.6,49.4
"2379","Deuel","South Dakota",-1111.1,24.6,26.5
"2380","Dewey","South Dakota",-1111.1,31.1,70.6
"2381","Douglas","South Dakota",-1111.1,27.2,34.8
"2382","Edmunds","South Dakota",31.7,34.3,43.4
"2383","Fall River","South Dakota",29.9,17.8,58.1
"2384","Faulk","South Dakota",-1111.1,22.5,28.4
"2385","Grant","South Dakota",27,21.9,41.3
"2386","Gregory","South Dakota",30.2,21,43.1
"2387","Haakon","South Dakota",-1111.1,-1111.1,53.8
"2388","Hamlin","South Dakota",-1111.1,17.7,32.6
"2389","Hand","South Dakota",26.8,20.9,34.3
"2390","Hanson","South Dakota",-1111.1,31.2,44.5
"2391","Harding","South Dakota",-1111.1,-1111.1,-1111.1
"2392","Hughes","South Dakota",24.3,22.4,45.4
"2393","Hutchinson","South Dakota",36.6,22.5,36.6
"2394","Hyde","South Dakota",-1111.1,-1111.1,68.2
"2395","Jackson","South Dakota",-1111.1,-1111.1,61.8
"2396","Jerauld","South Dakota",-1111.1,-1111.1,41.7
"2397","Jones","South Dakota",-1111.1,-1111.1,-1111.1
"2398","Kingsbury","South Dakota",36,20.2,29.4
"2399","Lake","South Dakota",17.1,19.5,48.9
"2400","Lawrence","South Dakota",24.6,20.3,48.8
"2401","Lincoln","South Dakota",38.1,22.1,41
"2402","Lyman","South Dakota",-1111.1,-1111.1,76.8
"2403","McCook","South Dakota",33.4,26.5,27.3
"2404","McPherson","South Dakota",-1111.1,22,26.5
"2405","Marshall","South Dakota",-1111.1,24.6,35.5
"2406","Meade","South Dakota",20.1,17.9,53.1
"2407","Mellette","South Dakota",-1111.1,-1111.1,85.8
"2408","Miner","South Dakota",-1111.1,29.3,45.3
"2409","Minnehaha","South Dakota",22.1,17.2,55.5
"2410","Moody","South Dakota",-1111.1,19.5,41.8
"2411","Pennington","South Dakota",23.3,17.7,54.6
"2412","Perkins","South Dakota",-1111.1,-1111.1,38.6
"2413","Potter","South Dakota",-1111.1,29.4,41.7
"2414","Roberts","South Dakota",21.4,27,52.3
"2415","Sanborn","South Dakota",-1111.1,29.6,52
"2416","Shannon","South Dakota",-1111.1,27.5,89.8
"2417","Spink","South Dakota",21.6,25.6,46.9
"2418","Stanley","South Dakota",-1111.1,-1111.1,55.1
"2419","Sully","South Dakota",-1111.1,-1111.1,-1111.1
"2420","Todd","South Dakota",-1111.1,-1111.1,53.3
"2421","Tripp","South Dakota",39.4,19.1,44.4
"2422","Turner","South Dakota",24.2,21.9,40
"2423","Union","South Dakota",27.3,26.6,49.4
"2424","Walworth","South Dakota",-1111.1,19.4,56.4
"2425","Yankton","South Dakota",26.7,20.8,45.5
"2426","Ziebach","South Dakota",-1111.1,-1111.1,-1111.1
"2427","Anderson","Tennessee",21.7,19,69.7
"2428","Bedford","Tennessee",16.9,18.9,74.1
"2429","Benton","Tennessee",18,14.6,77.2
"2430","Bledsoe","Tennessee",20.4,19.7,68.5
"2431","Blount","Tennessee",28.1,14.4,66.8
"2432","Bradley","Tennessee",30.2,16.5,62
"2433","Campbell","Tennessee",21,25,90.5
"2434","Cannon","Tennessee",24.2,15.6,73.4
"2435","Carroll","Tennessee",21.3,28.1,76.4
"2436","Carter","Tennessee",29.6,21.6,62.8
"2437","Cheatham","Tennessee",37,13.1,87.3
"2438","Chester","Tennessee",23.5,21.7,59.8
"2439","Claiborne","Tennessee",31.5,24.2,91.3
"2440","Clay","Tennessee",25.7,35.5,74.2
"2441","Cocke","Tennessee",34.1,19.3,75.8
"2442","Coffee","Tennessee",32.9,23.2,68.9
"2443","Crockett","Tennessee",20.3,19.7,56
"2444","Cumberland","Tennessee",16.1,21.1,55.5
"2445","Davidson","Tennessee",30.7,19.4,72.2
"2446","Decatur","Tennessee",44.2,23.4,73.4
"2447","DeKalb","Tennessee",25.6,15.6,71.7
"2448","Dickson","Tennessee",28.6,25.6,71.2
"2449","Dyer","Tennessee",25,19.3,65.2
"2450","Fayette","Tennessee",20.3,22.9,53.3
"2451","Fentress","Tennessee",22.7,20.7,91.3
"2452","Franklin","Tennessee",19.7,18,73.2
"2453","Gibson","Tennessee",29.2,21.1,72.9
"2454","Giles","Tennessee",25.8,21.4,70.3
"2455","Grainger","Tennessee",29.1,21.9,76.7
"2456","Greene","Tennessee",24.4,18.3,73.4
"2457","Grundy","Tennessee",29.3,22.9,74.6
"2458","Hamblen","Tennessee",22.2,25.1,76.4
"2459","Hamilton","Tennessee",28.8,20.4,63.4
"2460","Hancock","Tennessee",22.7,21.7,87.6
"2461","Hardeman","Tennessee",37.8,28.4,64.3
"2462","Hardin","Tennessee",22.5,16.4,69.6
"2463","Hawkins","Tennessee",26.3,18.5,72.4
"2464","Haywood","Tennessee",27.1,21.3,62.6
"2465","Henderson","Tennessee",22.8,16.5,81.8
"2466","Henry","Tennessee",23,29.2,74.4
"2467","Hickman","Tennessee",24.6,27.4,70.9
"2468","Houston","Tennessee",19.8,18.4,62.7
"2469","Humphreys","Tennessee",25.1,26.5,75.5
"2470","Jackson","Tennessee",27.4,17.2,91.4
"2471","Jefferson","Tennessee",21.6,21.8,61.8
"2472","Johnson","Tennessee",30.3,18.1,62.7
"2473","Knox","Tennessee",26,17.9,63.6
"2474","Lake","Tennessee",58.8,20.6,107.6
"2475","Lauderdale","Tennessee",29,28.7,78.7
"2476","Lawrence","Tennessee",23.1,16.6,77
"2477","Lewis","Tennessee",27,24.4,76.7
"2478","Lincoln","Tennessee",22.4,23.6,72.4
"2479","Loudon","Tennessee",23.9,16.6,68.4
"2480","McMinn","Tennessee",24.2,20.5,69.4
"2481","McNairy","Tennessee",31.4,20.5,75.5
"2482","Macon","Tennessee",30.2,28.3,73.3
"2483","Madison","Tennessee",24.2,20.1,56.8
"2484","Marion","Tennessee",26.7,22.5,74.4
"2485","Marshall","Tennessee",29,21.4,74.6
"2486","Maury","Tennessee",28,20.5,79.3
"2487","Meigs","Tennessee",18,11.6,68.2
"2488","Monroe","Tennessee",17.8,18.7,68
"2489","Montgomery","Tennessee",25.3,19.8,74.6
"2490","Moore","Tennessee",-1111.1,24.4,49.9
"2491","Morgan","Tennessee",27.2,15.5,85.3
"2492","Obion","Tennessee",16,27.1,69.2
"2493","Overton","Tennessee",22.4,27.4,88.6
"2494","Perry","Tennessee",20.8,29.9,90.8
"2495","Pickett","Tennessee",-1111.1,-1111.1,81
"2496","Polk","Tennessee",27.8,17.7,76.6
"2497","Putnam","Tennessee",32.1,17.9,74.3
"2498","Rhea","Tennessee",35.4,23.8,69.6
"2499","Roane","Tennessee",25.3,17.4,78.2
"2500","Robertson","Tennessee",22.5,18,72.6
"2501","Rutherford","Tennessee",27.1,18,67.6
"2502","Scott","Tennessee",28.9,26.9,88.5
"2503","Sequatchie","Tennessee",18.2,28.7,63
"2504","Sevier","Tennessee",27.2,18.9,66.2
"2505","Shelby","Tennessee",31,25.9,60.2
"2506","Smith","Tennessee",32.4,19.2,70.5
"2507","Stewart","Tennessee",27.5,15.9,90.4
"2508","Sullivan","Tennessee",26.6,22,74.1
"2509","Sumner","Tennessee",24.6,17.5,69.4
"2510","Tipton","Tennessee",30.8,24.3,73.6
"2511","Trousdale","Tennessee",40,24,97.6
"2512","Unicoi","Tennessee",32.7,19.1,57.3
"2513","Union","Tennessee",23,23.9,80.7
"2514","Van Buren","Tennessee",38.3,20.8,58.6
"2515","Warren","Tennessee",32.8,22.7,60.5
"2516","Washington","Tennessee",21.9,19.2,61.9
"2517","Wayne","Tennessee",22.6,18.6,71.6
"2518","Weakley","Tennessee",21.7,23.8,59.1
"2519","White","Tennessee",25.3,27.9,70.2
"2520","Williamson","Tennessee",17.6,19.5,52.7
"2521","Wilson","Tennessee",28,22.7,60.4
"2522","Anderson","Texas",29.2,31.1,104.4
"2523","Andrews","Texas",22,16.2,58.6
"2524","Angelina","Texas",24.7,21.6,66.1
"2525","Aransas","Texas",26.2,21.5,82
"2526","Archer","Texas",36.7,14.1,56.7
"2527","Armstrong","Texas",-1111.1,-1111.1,42.6
"2528","Atascosa","Texas",20.3,14.2,51.8
"2529","Austin","Texas",30.7,21.7,54.2
"2530","Bailey","Texas",-1111.1,16.3,40
"2531","Bandera","Texas",27.8,17.8,54.3
"2532","Bastrop","Texas",26.1,17.2,66.6
"2533","Baylor","Texas",38,24.5,72.9
"2534","Bee","Texas",16.8,14.1,45.9
"2535","Bell","Texas",28.2,19.9,65.8
"2536","Bexar","Texas",24.3,18,42.7
"2537","Blanco","Texas",-1111.1,19.4,51.7
"2538","Borden","Texas",-1111.1,-1111.1,-1111.1
"2539","Bosque","Texas",25.9,20.3,67.8
"2540","Bowie","Texas",27.6,27.6,77
"2541","Brazoria","Texas",29.2,22.5,67.8
"2542","Brazos","Texas",24.5,19.4,51.9
"2543","Brewster","Texas",30.4,13.6,33.2
"2544","Briscoe","Texas",-1111.1,-1111.1,53
"2545","Brooks","Texas",-1111.1,15.4,32.4
"2546","Brown","Texas",20.1,24.1,63.8
"2547","Burleson","Texas",17.1,23.6,68.3
"2548","Burnet","Texas",30.2,19,57.2
"2549","Caldwell","Texas",26.9,21.6,52.2
"2550","Calhoun","Texas",21.2,17.4,61.3
"2551","Callahan","Texas",14.8,19.7,69.7
"2552","Cameron","Texas",16.9,13.4,29.1
"2553","Camp","Texas",28.5,25.5,71.8
"2554","Carson","Texas",25.9,25.8,50.6
"2555","Cass","Texas",19.6,25.1,62.6
"2556","Castro","Texas",23.9,18.9,40.9
"2557","Chambers","Texas",24,19.4,73
"2558","Cherokee","Texas",20.8,22.1,58.8
"2559","Childress","Texas",21.4,27.2,69.1
"2560","Clay","Texas",19.6,17.5,57.7
